age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
31,2,156464, Bachelors,13,1, Prof-specialty,3,0,0,0,0,25,0,0
33,2,117963, Bachelors,13,0, Exec-managerial,1,0,0,0,0,40,0,1
26,2,192262, HS-grad,9,0, Other-service,1,0,0,0,0,40,0,0
33,2,111363, Bachelors,13,0, Exec-managerial,1,0,0,0,0,40,0,1
46,0,329752, 11th,7,0, Transport-moving,1,0,0,0,0,30,0,0
59, ?,372020, Bachelors,13,0, ?,1,0,0,0,0,40,0,1
38,0,95432, HS-grad,9,0, Adm-clerical,1,0,0,0,0,40,0,1
65,2,161400, 11th,7,1, Other-service,4, ?,0,0,0,40,0,0
40,2,96129, Assoc-voc,11,0, Tech-support,1,0,0,0,0,40,0,1
42,2,111949, HS-grad,9,0, Adm-clerical,2,0,1,0,0,35,0,0
26,1,117125, 9th,5,0, Craft-repair,1,0,0,0,0,40,1,0
36,2,348022, 10th,6,0, Other-service,2,0,1,0,0,24,0,0
62,2,270092, Masters,14,0, Prof-specialty,1,0,0,0,0,40,0,1
43,2,180609, Bachelors,13,0, Transport-moving,1,0,0,0,0,45,0,0
43,2,174575, Bachelors,13,1, Exec-managerial,0,0,0,0,1564,45,0,1
22,2,410439, HS-grad,9,1, Sales,0,0,0,0,0,55,0,0
28,2,92262, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
56,1,183081, Some-college,10,0, Sales,1,0,0,0,0,45,0,0
22,2,362589, Assoc-acdm,12,1, Sales,0,0,1,0,0,15,0,0
57,2,212448, Bachelors,13,1, Exec-managerial,0,0,1,0,0,45,0,1
39,2,481060, HS-grad,9,1, Sales,4,0,1,0,0,40,0,0
26,0,185885, Some-college,10,1, Adm-clerical,4,0,1,0,0,15,0,0
17,2,89821, 11th,7,1, Other-service,3,0,0,0,0,10,0,0
40,0,184018, Assoc-voc,11,0, Machine-op-inspct,1,0,0,0,0,38,0,1
45,2,256649, HS-grad,9,0, Machine-op-inspct,1,1,0,0,0,40,0,0
44,2,160323, HS-grad,9,1, Craft-repair,0,1,0,0,0,40,0,0
20,0,350845, Some-college,10,1, Adm-clerical,3,0,1,0,0,10,0,0
33,2,267404, HS-grad,9,0, Craft-repair,2,0,1,0,0,40,0,0
23,2,35633, Some-college,10,1, Sales,0,0,0,0,0,40,0,0
46,1,80914, Masters,14,1, Exec-managerial,0,0,0,0,0,30,0,0
38,2,172927, HS-grad,9,0, Sales,1,0,0,0,0,50,0,0
54,2,174319, HS-grad,9,1, Transport-moving,0,0,0,0,0,40,0,0
46,2,214955, 5th-6th,3,1, Craft-repair,0,0,1,0,2339,45,0,0
25,2,344991, Some-college,10,0, Craft-repair,1,0,0,0,0,40,0,0
46,2,108699, Some-college,10,1, Sales,0,0,1,0,0,40,0,0
36,0,117312, Some-college,10,0, Transport-moving,2,0,1,0,0,40,0,0
23,2,396099, HS-grad,9,1, Other-service,0,0,1,0,0,25,0,0
29,2,134152, HS-grad,9,1, Machine-op-inspct,0,0,0,0,0,40,0,0
44,2,162028, Some-college,10,0, Adm-clerical,2,0,1,0,2415,6,0,1
19,2,25429, Some-college,10,1, Adm-clerical,3,0,1,0,0,16,0,0
19,2,232392, HS-grad,9,1, Other-service,5,0,1,0,0,40,0,0
35,2,220098, HS-grad,9,0, Other-service,2,0,1,0,0,40,0,1
27,2,301302, Bachelors,13,1, Craft-repair,0,0,0,0,0,50,0,0
46,1,277946, Assoc-acdm,12,1, Craft-repair,0,0,0,0,0,40,0,0
34,0,98101, Bachelors,13,0, Exec-managerial,1,0,0,7688,0,45, ?,1
34,2,196164, HS-grad,9,1, Other-service,0,0,1,0,0,35,0,0
44,2,115562, Some-college,10,0, Tech-support,1,0,0,0,0,40,0,0
45,2,96975, Some-college,10,1, Handlers-cleaners,4,0,1,0,0,40,0,0
20, ?,137300, HS-grad,9,1, ?,5,0,1,0,0,35,0,0
25,2,86872, Bachelors,13,0, Exec-managerial,1,0,0,0,0,55,0,1
52,1,132178, Bachelors,13,0, Exec-managerial,1,0,0,0,0,50,0,1
20,2,416103, Some-college,10,1, Handlers-cleaners,3,0,0,0,0,40,0,0
28,2,108574, Some-college,10,1, Other-service,0,0,1,0,0,40,0,0
50,0,288353, Bachelors,13,0, Protective-serv,1,0,0,0,0,40,0,1
34,2,227689, Assoc-voc,11,1, Tech-support,0,0,1,0,0,64,0,0
28,2,166481, 7th-8th,4,0, Handlers-cleaners,1, ?,0,0,2179,40,1,0
41,2,445382, Masters,14,0, Exec-managerial,1,0,0,0,1977,65,0,1
28,2,110145, HS-grad,9,0, Adm-clerical,1,0,0,0,0,40,0,0
46,1,317253, HS-grad,9,0, Craft-repair,1,0,0,0,0,25,0,0
28, ?,123147, Some-college,10,0, ?,2,0,1,0,1887,40,0,1
32,2,364657, Some-college,10,0, Exec-managerial,1,0,0,0,0,50,0,0
41,0,42346, Some-college,10,1, Other-service,0,1,1,0,0,24,0,0
24,2,241951, HS-grad,9,1, Handlers-cleaners,4,1,1,0,0,40,0,0
33,2,118500, Some-college,10,1, Exec-managerial,4,0,1,0,0,40,0,0
46,2,188386, Doctorate,16,0, Exec-managerial,1,0,0,15024,0,60,0,1
31,0,1033222, Some-college,10,0, Machine-op-inspct,1,0,0,0,0,40,0,0
35,2,92440, 12th,8,1, Craft-repair,0,0,0,0,0,50,0,1
52,2,190762, 1st-4th,2,0, Machine-op-inspct,1,0,0,0,0,40,1,0
30,2,426017, 11th,7,1, Other-service,3,0,1,0,0,19,0,0
34,0,243867, 11th,7,1, Machine-op-inspct,0,1,0,0,0,40,0,0
34,0,240283, HS-grad,9,1, Transport-moving,4,0,1,0,0,40,0,0
20,2,61777, Some-college,10,0, Sales,1,0,0,0,0,30,0,0
17,2,175024, 11th,7,1, Handlers-cleaners,3,0,0,2176,0,18,0,0
32,0,92003, Bachelors,13,0, Exec-managerial,2,0,1,0,0,40,0,1
29,2,188401, HS-grad,9,1, Farming-fishing,0,0,0,0,0,40,0,0
33,2,228528, 10th,6,1, Craft-repair,4,0,1,0,0,35,0,0
25,2,133373, HS-grad,9,0, Transport-moving,1,0,0,0,0,60,0,0
36,0,255191, Masters,14,1, Prof-specialty,0,0,0,0,1408,40,0,0
23,2,204653, HS-grad,9,1, Handlers-cleaners,0,0,0,0,0,72,1,0
63,1,222289, HS-grad,9,0, Exec-managerial,1,0,0,0,0,40,0,1
47,0,287480, Masters,14,0, Prof-specialty,1,0,0,0,0,40,0,0
80, ?,107762, HS-grad,9,1, ?,0,0,0,0,0,24,0,0
17, ?,202521, 11th,7,1, ?,3,0,0,0,0,40,0,0
40,1,204116, Bachelors,13,1, Prof-specialty,0,0,1,2174,0,40,0,0
30,2,29662, Assoc-acdm,12,0, Other-service,2,0,1,0,0,25,0,1
27,2,116358, Some-college,10,1, Craft-repair,3,2,0,0,1980,40,1,0
33,2,208405, Masters,14,0, Prof-specialty,1,0,0,0,0,50,0,1
34,0,284843, HS-grad,9,1, Farming-fishing,0,1,0,594,0,60,0,0
34,0,117018, Some-college,10,1, Protective-serv,0,0,1,0,0,40,0,0
23,2,81281, Some-college,10,0, Adm-clerical,1,0,0,0,0,40,0,0
42,0,340148, Some-college,10,0, Adm-clerical,2,0,1,0,0,40,0,0
29,2,363425, Bachelors,13,1, Prof-specialty,0,0,0,0,0,40,0,0
45,2,45857, HS-grad,9,1, Adm-clerical,0,0,1,0,0,28,0,0
24,0,191073, HS-grad,9,1, Armed-Forces,3,0,0,0,0,40,0,0
44,2,116632, Some-college,10,0, Prof-specialty,1,0,0,0,0,40,0,1
27,2,405855, 9th,5,1, Craft-repair,5,0,0,0,0,40,1,0
20,2,298227, Some-college,10,1, Sales,0,0,0,0,0,35,0,0
44,2,290521, HS-grad,9,1, Exec-managerial,4,1,1,0,0,40,0,0
51,2,56915, HS-grad,9,0, Craft-repair,1,1,0,0,0,40,0,0
20,2,146538, HS-grad,9,0, Machine-op-inspct,1,0,0,0,0,40,0,0
17, ?,258872, 11th,7,1, ?,3,0,1,0,0,5,0,0
19,2,206399, HS-grad,9,1, Machine-op-inspct,3,1,1,0,0,40,0,0
45,1,197332, Some-college,10,0, Craft-repair,1,0,0,0,0,55,0,1
60,2,245062, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,1
42,2,197583, Assoc-acdm,12,0, Exec-managerial,1,1,0,0,0,40, ?,1
44,1,234885, HS-grad,9,0, Sales,2,0,1,0,0,40,0,1
40,2,72887, Assoc-voc,11,0, Machine-op-inspct,1,2,0,0,0,40,0,1
30,2,180374, HS-grad,9,0, Exec-managerial,2,0,1,0,0,40,0,0
38,2,351299, Some-college,10,0, Transport-moving,1,1,0,0,0,50,0,0
23,2,54012, HS-grad,9,0, Transport-moving,1,0,0,0,0,60,0,0
32, ?,115745, Some-college,10,0, ?,1,0,0,0,0,40,0,0
44,2,116632, Assoc-acdm,12,1, Farming-fishing,3,0,0,0,0,40,0,0
54,0,288825, HS-grad,9,0, Transport-moving,1,1,0,0,0,40,0,0
32,2,132601, Bachelors,13,0, Prof-specialty,1,0,0,0,0,50,0,0
50,2,193374, 1st-4th,2,1, Craft-repair,4,0,0,0,0,40,0,0
24,2,170070, Bachelors,13,1, Tech-support,0,0,1,0,0,20,0,0
37,2,126708, HS-grad,9,0, Adm-clerical,2,0,1,0,0,60,0,0
52,2,35598, HS-grad,9,1, Transport-moving,4,0,0,0,0,40,0,0
38,2,33983, Some-college,10,0, Transport-moving,1,0,0,0,0,40,0,0
49,2,192776, Masters,14,0, Exec-managerial,1,0,0,0,1977,45,0,1
30,2,118551, Bachelors,13,0, Tech-support,2,0,1,0,0,16,0,1
60,2,201965, Some-college,10,1, Prof-specialty,4,0,0,0,0,40,0,1
22, ?,139883, Some-college,10,1, ?,3,0,0,0,0,40,0,0
35,2,285020, HS-grad,9,1, Craft-repair,0,0,0,0,0,40,0,0
30,2,303990, HS-grad,9,1, Transport-moving,0,0,0,0,0,60,0,0
67,2,49401, Assoc-voc,11,1, Other-service,0,0,1,0,0,24,0,0
46,2,279196, Bachelors,13,1, Craft-repair,0,0,1,0,0,40,0,0
17,2,211870, 9th,5,1, Other-service,0,0,0,0,0,6,0,0
22,2,281432, Some-college,10,1, Handlers-cleaners,3,0,0,0,0,30,0,0
27,2,161155, 10th,6,1, Other-service,0,0,0,0,0,40,0,0
23,2,197904, HS-grad,9,1, Other-service,4,0,1,0,0,35,0,0
33,2,111746, Assoc-acdm,12,0, Craft-repair,1,0,0,0,0,45,1,0
43,1,170721, Some-college,10,0, Craft-repair,1,0,0,0,0,20,0,0
28,0,70100, Bachelors,13,1, Prof-specialty,0,0,0,0,0,20,0,0
41,2,193626, HS-grad,9,1, Craft-repair,4,0,1,0,0,40,0,0
52, ?,271749, 12th,8,1, ?,5,1,0,594,0,40,0,0
25,2,189775, Some-college,10,1, Adm-clerical,3,1,1,0,0,20,0,0
63, ?,401531, 1st-4th,2,0, ?,1,0,0,0,0,35,0,0
59,0,286967, HS-grad,9,0, Transport-moving,1,0,0,0,0,45,0,0
45,0,164427, Bachelors,13,1, Prof-specialty,4,0,1,0,0,40,0,0
38,2,91039, Bachelors,13,0, Sales,1,0,0,15024,0,60,0,1
40,2,347934, HS-grad,9,1, Other-service,0,0,1,0,0,35,0,0
46,0,371373, HS-grad,9,1, Adm-clerical,0,0,0,0,0,40,0,0
35,2,32220, Assoc-acdm,12,1, Exec-managerial,0,0,1,0,0,60,0,0
34,2,187251, HS-grad,9,1, Prof-specialty,4,0,1,0,0,25,0,0
33,2,178107, Bachelors,13,1, Craft-repair,3,0,0,0,0,20,0,0
41,2,343121, HS-grad,9,1, Adm-clerical,4,0,1,0,0,36,0,0
20,2,262749, Some-college,10,1, Machine-op-inspct,3,0,0,0,0,40,0,0
23,2,403107, 5th-6th,3,1, Other-service,3,0,0,0,0,40,1,0
26,2,64293, Some-college,10,1, Prof-specialty,0,0,1,0,0,35,0,0
72, ?,303588, HS-grad,9,0, ?,1,0,0,0,0,20,0,0
23,0,324960, HS-grad,9,1, Farming-fishing,0,0,0,0,0,40,1,0
62,0,114060, HS-grad,9,0, Transport-moving,1,0,0,0,0,40,0,0
52,2,48925, Some-college,10,0, Adm-clerical,1,0,0,0,0,40,0,0
58,2,180980, Some-college,10,1, Other-service,4,0,1,0,0,42,1,0
25,2,181054, Bachelors,13,1, Sales,0,0,1,0,0,40,0,0
24,2,388093, Bachelors,13,1, Exec-managerial,0,1,0,0,0,40,0,0
19,2,249609, Some-college,10,1, Protective-serv,3,0,0,0,0,8,0,0
43,2,112131, Some-college,10,0, Exec-managerial,1,0,0,0,0,40,0,0
47,0,543162, HS-grad,9,1, Adm-clerical,4,1,1,0,0,40,0,0
39,2,91996, HS-grad,9,1, Other-service,4,0,1,0,0,40,0,0
49,2,141944, Assoc-voc,11,1, Handlers-cleaners,4,0,0,0,1380,42,0,0
53, ?,251804, 5th-6th,3,1, ?,4,1,1,0,0,30,0,0
32,2,37070, Assoc-voc,11,1, Craft-repair,0,0,0,0,0,45,0,0
34,2,337587, Some-college,10,0, Prof-specialty,1,0,0,0,0,50,0,1
28,2,189346, HS-grad,9,1, Craft-repair,0,0,0,0,0,45,0,0
57, ?,222216, Assoc-voc,11,1, ?,4,0,1,0,0,38,0,0
25,2,267044, Some-college,10,1, Adm-clerical,0,1,1,0,0,20,0,0
20, ?,214635, Some-college,10,1, ?,3,0,0,0,0,24,0,0
21, ?,204226, Some-college,10,1, ?,4,0,1,0,0,35,0,0
34,2,108116, Bachelors,13,0, Prof-specialty,1,0,0,0,0,50,0,1
38,1,99146, Bachelors,13,0, Exec-managerial,1,0,0,15024,0,80,0,1
50,2,196232, HS-grad,9,0, Exec-managerial,1,0,0,7688,0,50,0,1
24,0,248344, Some-college,10,1, Handlers-cleaners,0,1,0,0,0,50,0,0
37,0,186035, Some-college,10,0, Tech-support,1,0,0,0,0,45,0,1
44,2,177905, Some-college,10,1, Machine-op-inspct,4,0,0,0,0,58,0,1
28,2,85812, Some-college,10,0, Sales,2,0,1,0,0,40,0,0
42,2,221172, Bachelors,13,0, Exec-managerial,1,0,0,0,0,40,0,1
74,2,99183, Some-college,10,1, Adm-clerical,0,0,1,0,0,9,0,0
38,1,190387, HS-grad,9,0, Craft-repair,1,0,0,0,0,50,0,0
44,1,202692, Masters,14,0, Prof-specialty,1,0,0,0,0,40,0,0
44,2,109339, 11th,7,1, Machine-op-inspct,4, ?,1,0,0,46,1,0
26,2,108658, HS-grad,9,1, Machine-op-inspct,0,0,0,0,0,40,0,0
36,2,197202, HS-grad,9,0, Other-service,1,1,0,0,0,40,0,0
41,2,101739, Assoc-acdm,12,0, Exec-managerial,2,0,1,0,0,50,0,1
67,2,231559, Prof-school,15,0, Prof-specialty,1,0,0,20051,0,48,0,1
39,0,207853, 12th,8,0, Tech-support,1,0,0,0,0,50,0,0
57,2,190942, 1st-4th,2,1, Priv-house-serv,0,1,1,0,0,30,0,0
29,2,102345, Assoc-voc,11,1, Craft-repair,0,0,0,0,0,40,0,0
31,1,41493, Bachelors,13,1, Farming-fishing,0,0,1,0,0,45,0,0
34, ?,190027, HS-grad,9,1, ?,4,1,1,0,0,40,0,0
44,2,210525, Some-college,10,0, Transport-moving,1,0,0,0,0,40,0,0
29,2,133937, Doctorate,16,1, Prof-specialty,3,0,0,0,0,40,0,0
30,2,237903, Some-college,10,1, Handlers-cleaners,4,0,1,0,0,40,0,0
27,2,163862, HS-grad,9,1, Transport-moving,0,0,0,0,0,40,0,0
27,2,201872, Some-college,10,0, Sales,1,0,0,0,0,50,0,0
32,2,84179, HS-grad,9,1, Handlers-cleaners,0,0,1,0,0,45,0,0
58,2,51662, 10th,6,0, Other-service,2,0,1,0,0,8,0,0
35,0,233327, Some-college,10,0, Protective-serv,1,0,0,0,0,40,0,0
21,2,259510, HS-grad,9,1, Handlers-cleaners,3,0,0,0,0,36,0,0
28,2,184831, Some-college,10,1, Craft-repair,4,0,0,0,0,40,0,0
46,1,245724, Some-college,10,1, Exec-managerial,0,0,0,0,0,50,0,0
36,1,27053, HS-grad,9,1, Other-service,4,0,1,0,0,40,0,0
72,2,205343, 11th,7,1, Adm-clerical,4,0,1,0,0,40,0,0
35,2,229328, HS-grad,9,0, Machine-op-inspct,2,1,1,0,0,40,0,0
33,0,319560, Assoc-voc,11,1, Craft-repair,4,1,1,0,0,40,0,1
69,2,136218, 11th,7,1, Machine-op-inspct,0,0,1,0,0,40,0,0
35,2,54576, HS-grad,9,0, Machine-op-inspct,1,0,0,0,0,40,0,0
31,2,323069, HS-grad,9,1, Adm-clerical,4,0,1,0,0,20, ?,0
34,2,148291, HS-grad,9,0, Tech-support,2,0,1,0,0,32,0,0
30,2,152453, 11th,7,0, Other-service,1,0,0,0,0,40,1,0
28,2,114053, Bachelors,13,1, Transport-moving,0,0,0,0,0,55,0,0
54,2,212960, Bachelors,13,0, Sales,1,0,0,0,0,35,0,1
47,2,264052, Some-college,10,0, Prof-specialty,1,0,0,0,0,50,0,1
24,2,82804, HS-grad,9,1, Handlers-cleaners,4,1,1,0,0,40,0,0
52,1,334273, Bachelors,13,0, Prof-specialty,1,0,0,0,0,60,0,1
20,2,27337, HS-grad,9,1, Handlers-cleaners,3,1,0,0,0,48,0,0
43,1,188436, Masters,14,0, Exec-managerial,1,0,0,5013,0,45,0,0
45,2,433665, 7th-8th,4,1, Other-service,4,0,1,0,0,40,1,0
29,1,110663, HS-grad,9,1, Craft-repair,0,0,0,0,0,35,0,0
47,2,87490, Masters,14,1, Exec-managerial,4,0,0,0,0,42,0,0
24,2,354351, HS-grad,9,1, Craft-repair,3,0,0,0,0,40,0,0
51,2,95469, HS-grad,9,0, Prof-specialty,1,0,0,0,0,40,0,0
17,2,242718, 11th,7,1, Sales,3,0,0,0,0,12,0,0
37,2,22463, Assoc-voc,11,0, Craft-repair,1,0,0,0,1977,40,0,1
27,2,158156, Doctorate,16,1, Prof-specialty,0,0,1,0,0,70,0,0
29,2,350162, Bachelors,13,0, Exec-managerial,2,0,0,0,0,40,0,1
18, ?,165532, 12th,8,1, ?,3,0,0,0,0,25,0,0
36,1,28738, Assoc-acdm,12,1, Sales,4,0,1,0,0,35,0,0
58,0,283635, Bachelors,13,1, Prof-specialty,0,0,1,0,0,40,0,0
26,1,86646, Some-college,10,0, Craft-repair,1,0,0,0,0,45,0,0
65, ?,195733, Some-college,10,0, ?,1,0,0,0,0,30,0,1
57,2,69884, HS-grad,9,0, Sales,1,0,0,0,0,40,0,1
59,2,199713, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
27,2,181659, HS-grad,9,0, Machine-op-inspct,1,0,0,0,0,40,0,0
31,1,340939, Bachelors,13,1, Tech-support,0,0,0,0,0,40,0,0
21,2,197747, Some-college,10,1, Sales,3,0,1,0,0,24,0,0
29,2,34292, Some-college,10,1, Adm-clerical,0,0,0,0,0,60,0,0
18,2,156764, 11th,7,1, Other-service,3,0,0,0,0,40,0,0
52,2,25826, 10th,6,0, Craft-repair,1,0,0,0,1887,47,0,1
57,1,103948, Bachelors,13,1, Prof-specialty,0,0,0,0,0,80,0,0
42, ?,137390, HS-grad,9,0, ?,1,0,0,0,0,40,0,0
55, ?,105138, HS-grad,9,0, ?,2,2,1,0,0,40,0,0
60,2,39352, 7th-8th,4,1, Transport-moving,0,0,0,0,0,48,0,1
31,2,168387, Bachelors,13,0, Prof-specialty,1,0,0,7688,0,40,1,1
23,2,117789, Bachelors,13,1, Adm-clerical,3,0,1,0,0,40,0,0
27,2,267147, HS-grad,9,1, Sales,3,0,0,0,0,40,0,0
23, ?,99399, Some-college,10,1, ?,4,1,1,0,0,25,0,0
42,1,214242, Prof-school,15,0, Prof-specialty,1,0,0,0,1902,50,0,1
25,2,200408, Some-college,10,1, Tech-support,0,0,0,2174,0,40,0,0
49,2,136455, Bachelors,13,1, Prof-specialty,0,0,1,0,0,45,0,0
32,2,239824, Bachelors,13,1, Tech-support,0,0,0,0,0,40,0,0
19,2,217039, Some-college,10,1, Adm-clerical,3,0,0,0,0,28,0,0
60,2,51290, 7th-8th,4,1, Other-service,0,0,1,0,0,40,0,0
42,0,175674, 9th,5,0, Other-service,1,0,0,0,0,40,0,0
35,1,194404, Assoc-acdm,12,1, Farming-fishing,0,0,0,0,0,40,0,0
48,2,45612, HS-grad,9,1, Adm-clerical,4,1,1,0,0,37,0,0
51,2,410114, Masters,14,0, Craft-repair,1,0,0,0,0,40,0,1
29,2,182521, HS-grad,9,1, Craft-repair,0,1,0,0,0,40,0,0
36,0,339772, HS-grad,9,1, Exec-managerial,0,1,0,0,0,40,0,0
17,2,169658, 10th,6,1, Other-service,3,0,1,0,0,21,0,0
52,2,200853, Masters,14,1, Prof-specialty,0,0,1,6849,0,60,0,0
24,2,247564, HS-grad,9,1, Craft-repair,0,0,0,0,0,40,0,0
24,2,249909, HS-grad,9,0, Handlers-cleaners,1,0,0,0,0,50,0,0
26,0,208122, Bachelors,13,1, Prof-specialty,3,0,0,1055,0,40,0,0
27,2,109881, Bachelors,13,1, Other-service,3,0,1,0,0,20,0,0
39,2,207824, HS-grad,9,1, Handlers-cleaners,3,0,0,0,0,60,0,0
30,2,369027, HS-grad,9,0, Transport-moving,1,1,0,0,0,45,0,0
50,1,114117, HS-grad,9,0, Exec-managerial,1,0,0,0,0,32,0,0
52,1,51048, Bachelors,13,0, Sales,1,0,0,0,0,55,0,0
46,2,102388, Prof-school,15,0, Prof-specialty,1,0,0,15024,0,45,0,1
23,2,190483, Bachelors,13,1, Sales,3,0,1,0,0,20,0,0
45,2,462440, 11th,7,1, Other-service,0,1,1,0,0,20,0,0
65,2,109351, 9th,5,1, Priv-house-serv,4,1,1,0,0,24,0,0
29,2,34383, Assoc-voc,11,0, Transport-moving,1,0,0,0,0,55,0,0
47,2,241832, 9th,5,1, Handlers-cleaners,4,0,0,0,0,40,1,0
30,2,124187, HS-grad,9,1, Farming-fishing,3,1,0,0,0,60,0,0
34,2,153614, HS-grad,9,0, Sales,1,0,0,0,0,45,0,1
38,1,267556, HS-grad,9,0, Sales,1,0,0,0,0,64,0,0
33,2,205469, Some-college,10,0, Exec-managerial,1,0,0,0,0,40,0,1
49,2,268090, Bachelors,13,0, Sales,1,0,0,0,0,26,0,1
47,1,165039, Some-college,10,1, Other-service,4,1,1,0,0,40,0,0
49,0,120451, 10th,6,1, Other-service,4,1,1,0,0,40,0,0
43,2,154374, Some-college,10,0, Craft-repair,1,0,0,15024,0,60,0,1
30,2,103649, Bachelors,13,0, Adm-clerical,2,1,1,0,0,40,0,1
58,1,35723, HS-grad,9,0, Craft-repair,1,0,0,0,0,60,0,0
19,2,262601, HS-grad,9,1, Other-service,3,0,1,0,0,14,0,0
21,2,226181, Bachelors,13,1, Handlers-cleaners,0,0,0,0,0,40,0,0
33,2,175697, Bachelors,13,0, Exec-managerial,1,0,0,15024,0,60,0,1
47,1,248145, 5th-6th,3,0, Transport-moving,1,0,0,0,0,50,1,0
52,1,289436, Doctorate,16,0, Prof-specialty,1,0,0,0,0,60,0,1
26,2,75654, HS-grad,9,1, Craft-repair,0,0,0,0,0,55,0,0
60,2,199378, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
21,2,160968, Some-college,10,1, Handlers-cleaners,3,0,0,0,0,40,0,0
36,2,188563, Some-college,10,0, Sales,1,0,0,5178,0,50,0,1
31,2,55849, Some-college,10,0, Craft-repair,1,0,0,0,0,45,0,0
50,1,195322, Doctorate,16,1, Prof-specialty,0,0,0,0,0,40,0,1
31,0,402089, HS-grad,9,1, Adm-clerical,4,0,1,0,0,40,0,0
71,2,78277, HS-grad,9,0, Craft-repair,1,0,0,0,0,15,0,0
58, ?,158611, HS-grad,9,0, ?,1,0,0,0,0,50,0,0
30,0,169496, Bachelors,13,0, Tech-support,1,0,0,0,0,40,0,1
20,2,130959, Some-college,10,1, Other-service,3,0,0,0,0,20,0,0
24,2,556660, HS-grad,9,1, Exec-managerial,5,0,0,4101,0,50,0,0
35,2,292472, Doctorate,16,0, Prof-specialty,1,2,0,0,0,40,1,1
38,0,143774, Some-college,10,1, Exec-managerial,0,0,1,0,0,45,0,0
27,2,288341, HS-grad,9,1, Machine-op-inspct,3,0,1,0,0,32,0,0
29,0,71592, Some-college,10,1, Adm-clerical,4,2,1,0,0,40,1,0
70, ?,167358, 9th,5,1, ?,4,0,1,1111,0,15,0,0
34,2,106742, HS-grad,9,0, Craft-repair,1,0,0,0,0,45,0,0
44,2,219288, 7th-8th,4,0, Craft-repair,1,0,0,0,0,35,0,0
43,2,174524, HS-grad,9,0, Machine-op-inspct,1,0,0,0,0,40,0,1
44,1,335183, 12th,8,0, Handlers-cleaners,1,1,0,0,0,40,0,1
35,2,261293, Masters,14,1, Sales,0,0,0,0,0,60,0,0
27,2,111900, Some-college,10,1, Prof-specialty,0,0,0,0,0,40,0,0
43,0,194360, Masters,14,1, Prof-specialty,0,0,0,0,0,38,0,0
20,2,81145, Some-college,10,1, Sales,0,0,1,0,0,25,0,0
42,2,341204, Assoc-acdm,12,1, Prof-specialty,4,0,1,8614,0,40,0,1
27,0,249362, Some-college,10,0, Transport-moving,1,0,0,3411,0,40,0,0
42,2,247019, HS-grad,9,0, Craft-repair,1,1,0,0,0,40,0,1
20, ?,114746, 11th,7,1, ?,3,2,1,0,1762,40,1,0
24,2,172146, 9th,5,1, Machine-op-inspct,0,0,0,0,1721,40,0,0
48,0,110457, Some-college,10,1, Exec-managerial,0,0,0,0,0,40,0,0
17, ?,80077, 11th,7,1, ?,3,0,1,0,0,20,0,0
17,1,368700, 11th,7,1, Farming-fishing,3,0,0,0,0,10,0,0
33,2,182556, Bachelors,13,0, Exec-managerial,1,0,0,0,0,40,0,1
50,1,219420, HS-grad,9,0, Sales,1,0,0,0,0,50,0,1
22,2,240817, HS-grad,9,1, Sales,3,0,1,2597,0,40,0,0
17,2,102726, 12th,8,1, Other-service,3,0,0,0,0,16,0,0
32,2,226267, Some-college,10,0, Adm-clerical,1,0,0,0,0,40,1,0
31,2,125457, HS-grad,9,1, Craft-repair,0,0,0,0,0,45,0,0
58,1,204021, HS-grad,9,1, Exec-managerial,0,0,0,0,0,50,0,0
29,0,92262, HS-grad,9,1, Protective-serv,3,0,0,0,0,48,0,0
37,2,161141, Assoc-voc,11,0, Craft-repair,1,0,0,0,0,40,1,1
34,1,190290, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,1
23,0,430828, Some-college,10,1, Exec-managerial,4,1,0,0,0,40,0,0
18,0,59342, 11th,7,1, Adm-clerical,3,0,1,0,0,5,0,0
34,2,136721, HS-grad,9,1, Exec-managerial,0,0,1,0,0,40,0,0
66, ?,149422, 7th-8th,4,1, ?,0,0,0,0,0,4,0,0
45,0,86644, Bachelors,13,0, Prof-specialty,2,0,1,0,0,55,0,0
41,2,195124, Masters,14,1, Exec-managerial,0,0,0,0,0,35,1,0
26,2,167350, HS-grad,9,1, Other-service,5,0,0,0,0,30,0,0
54,0,113000, Some-college,10,0, Farming-fishing,1,0,0,0,0,40,0,0
24,2,140027, Some-college,10,1, Machine-op-inspct,3,1,1,0,0,45,0,0
42,2,262425, Some-college,10,0, Prof-specialty,1,0,0,0,0,50,0,0
20,2,316702, Some-college,10,1, Prof-specialty,3,0,0,0,0,20,0,0
23,0,335453, Bachelors,13,1, Tech-support,0,0,1,0,0,20,0,0
25, ?,202480, Assoc-acdm,12,1, ?,5,0,0,0,0,45,0,0
35,2,203628, Masters,14,1, Prof-specialty,0,0,0,0,0,60,0,1
31,2,118710, Masters,14,0, Tech-support,1,0,0,0,1902,40,0,1
30,2,189620, Bachelors,13,1, Prof-specialty,3,0,1,0,0,40,1,0
